idx,n_records,confidence,variability,correctness,region
53572,3,0.014640544774010777,0.010995513136717339,0.0,Hard-to-learn
53573,3,0.014267772892101979,0.018097706737330948,0.0,Hard-to-learn
53574,3,0.26457467570435256,0.18629436175720102,0.3333333333333333,Hard-to-learn
53575,3,0.4185965557893117,0.12532804669947384,0.6666666666666666,Ambiguous
53576,3,0.7018977403640747,0.12240310549252922,1.0,Easy-to-learn
53577,3,0.10194731007019679,0.015692023632812593,0.0,Hard-to-learn
53578,3,0.008715040691943917,0.009784311654490539,0.0,Hard-to-learn
53579,3,0.7378796140352885,0.1943323625217493,1.0,Easy-to-learn
53580,3,0.007928107331584519,0.010290436565969377,0.0,Hard-to-learn
53581,3,0.000843871561907387,0.0005949728420900713,0.0,Hard-to-learn
53582,3,0.017121578096218098,0.018335937131878255,0.0,Hard-to-learn
53583,3,0.007733423447158809,0.00765215508535788,0.0,Hard-to-learn
53584,3,0.11863104005654652,0.05666695327234643,0.0,Hard-to-learn
53585,3,0.05574450766046842,0.020602576989334702,0.0,Hard-to-learn
53586,3,0.017726798231403034,0.014133193182958182,0.0,Hard-to-learn
53587,3,0.1488259236017863,0.03894848643432298,0.0,Hard-to-learn
53588,3,0.032783126225695014,0.03264927047342219,0.0,Hard-to-learn
53589,3,0.7891714771588644,0.046592586799880625,1.0,Easy-to-learn
53590,3,0.08447992025564115,0.08808959845125872,0.3333333333333333,Hard-to-learn
53591,3,0.03717841630956779,0.026309769445038662,0.0,Hard-to-learn
53592,3,0.22770501673221588,0.126975124308011,0.0,Hard-to-learn
53593,3,0.06255839564255439,0.07022973677540892,0.0,Hard-to-learn
53594,3,0.8977656761805216,0.07322861258709769,1.0,Easy-to-learn
53595,3,0.5681333144505819,0.2027244733697335,0.6666666666666666,Ambiguous
53596,3,0.14422914509971937,0.13352932640642523,0.6666666666666666,Ambiguous
53597,3,0.8252673347791036,0.07589799795606862,1.0,Easy-to-learn
53598,3,0.00597829728697737,0.005074907521002354,0.0,Hard-to-learn
53599,3,0.13124395969013372,0.12495303629173424,0.3333333333333333,Hard-to-learn
53600,3,0.09632211675246556,0.030856776186223,0.0,Hard-to-learn
53601,3,0.2290543938676516,0.1862451838201952,0.6666666666666666,Ambiguous
53602,3,0.23440921306610107,0.24932450729584527,0.6666666666666666,Ambiguous
53603,6,0.1614767644011105,0.13514989882353126,0.3333333333333333,Hard-to-learn
53604,6,0.20506028546757685,0.20978905734123274,0.3333333333333333,Hard-to-learn
53605,6,0.02431528454568858,0.02966804679277252,0.0,Hard-to-learn
53606,6,0.018518144902676188,0.02725532568093969,0.0,Hard-to-learn
53607,3,0.0060574802697980585,0.008110572340527795,0.0,Hard-to-learn
53608,3,0.030414011310009908,0.03683459855682337,0.0,Hard-to-learn
53609,3,0.00014008081113085305,8.813444870496386e-05,0.0,Hard-to-learn
53610,3,0.5576391617457072,0.14798697164546473,1.0,Easy-to-learn
53611,3,0.007211000192910433,0.006613400724516932,0.0,Hard-to-learn
